"search-number","evaluation","initial-fruit-bushes*","initial-foragers*","bush-growth-chance*","ticks-to-flee*","max-age*","collaboration-bonus*","rate-of-mutation*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"1","500","26","47","97","53","250","4.77935606927596","8.4","10","99.5095744680851","1","99.53191489361703"
