"search-number","evaluation","evals-requested-so-far","initial-fruit-bushes*","initial-foragers*","bush-growth-chance*","ticks-to-flee*","max-age*","collaboration-bonus*","rate-of-mutation*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","169","170","3","12","19","53","226","3.015999084458686","8.9","""1035514375""","964","1564","1171.3564356435643","185.3273095989048","1564"
"1","170","170","3","12","19","53","226","3.015999084458686","8.9","""2036243660""","678","1200","882.1980198019802","114.15708649067567","678"
"1","171","180","27","23","52","67","83","2.2416891737239646","6.5","""-378389026""","1379","7294.811343556878","3454.9968438412834","1705.8050541916657","1400.138816662852"
"1","172","180","27","23","52","67","83","2.2416891737239646","6.5","""-1958654533""","2273","7774.555758754863","4431.077747473759","1987.3418358703323","2905"
"1","173","180","27","23","52","67","83","2.2416891737239646","6.5","""-910889417""","1121.6221950103","6770","3317.2559803430563","1637.383432112925","1176.1810460059512"
"1","174","180","27","23","52","67","83","2.2416891737239646","6.5","""857910808""","556","5779","2611.3960396039606","1447.0933147465503","556"
"1","175","180","27","23","52","67","83","2.2416891737239646","6.5","""-322664980""","903","5589","2788.366336633663","1316.2924122152517","998"
"1","176","180","27","23","52","67","83","2.2416891737239646","6.5","""-721190256""","465","4882","2542.6534653465346","1233.9456992561995","465"
"1","177","180","27","23","52","67","83","2.2416891737239646","6.5","""952282461""","1343","8029.522465094987","3842.6954715151073","2016.209123810022","1343"
"1","178","180","27","23","52","67","83","2.2416891737239646","6.5","""-1248803918""","294","6287","2814.719970448865","1573.9339591440655","717.6792538338292"
"1","179","180","27","23","52","67","83","2.2416891737239646","6.5","""1258510529""","438","4500.989688715954","2178.5436356281543","980.2194865668696","562"
"1","180","180","27","23","52","67","83","2.2416891737239646","6.5","""755009709""","1348.2944758525978","6241.109845502402","3465.889552801121","1525.1550144720447","1348.2944758525978"
"1","181","190","8","43","23","60","391","0.9569298847943847","2.6","""-2130801722""","3827","5308.95527580682","4437.057634685419","505.5867721122976","5308.95527580682"
"1","182","190","8","43","23","60","391","0.9569298847943847","2.6","""1493662627""","3961","5162.131422903793","4460.571432935468","456.05712495423927","5162.131422903793"
"1","183","190","8","43","23","60","391","0.9569298847943847","2.6","""777365348""","2684","4300","3243.564542369089","436.0702586233584","3692.0448691538877"
"1","184","190","8","43","23","60","391","0.9569298847943847","2.6","""-1249288644""","3232.559084458686","4675.404483100634","4041.521519496422","476.2864016078882","4544.404483100634"
"1","185","190","8","43","23","60","391","0.9569298847943847","2.6","""751636781""","4066","6966.865268940261","5136.937259132185","994.9152596766611","6966.865268940261"
