"search-number","evaluation","initial-fruit-bushes*","initial-foragers*","bush-growth-chance*","ticks-to-flee*","max-age*","collaboration-bonus*","rate-of-mutation*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"1","500","37","40","44","64","461","1.5420737010757612","1.9000000000000001","10","99.525","1","99.5"
